DEBUG: General     , 1672622667624> 8.323.384> LoggerManager.init                  > Initializing...
LOG  : Lua         , 1672622740986> 8.396.736> Loading: media/lua/server/TurnBased/TurnBasedMain.lua
LOG  : Lua         , 1672622740987> 8.396.737> Loading: media/lua/server/TutorialHelperFunctions.lua
LOG  : Lua         , 1672622740987> 8.396.737> Loading: media/lua/server/Vehicles/VehicleCommands.lua
LOG  : Lua         , 1672622740989> 8.396.739> Loading: media/lua/server/Vehicles/VehicleDistributions.lua
LOG  : Lua         , 1672622740996> 8.396.746> Loading: media/lua/server/Vehicles/Vehicles.lua
LOG  : Lua         , 1672622741001> 8.396.752> Loading: media/lua/server/XpSystem/XPSystem_SkillBook.lua
LOG  : Lua         , 1672622741002> 8.396.752> Loading: media/lua/server/XpSystem/XpSystem_text.lua
LOG  : Lua         , 1672622741003> 8.396.753> Loading: media/lua/server/XpSystem/XpUpdate.lua
LOG  : Lua         , 1672622741004> 8.396.754> Loading: steamapps/workshop/content/108600/2048411289/mods/G.E.A.R. C.O.R.E/media/lua/server/A_ToolbeltFix.lua
LOG  : Lua         , 1672622741005> 8.396.755> Loading: steamapps/workshop/content/108600/2392709985/mods/tsarslib/media/lua/server/Animations/AMC_Commands.lua
LOG  : Lua         , 1672622741005> 8.396.755> Loading: steamapps/workshop/content/108600/2392709985/mods/tsarslib/media/lua/server/Animations/AMC_ModData.lua
LOG  : Lua         , 1672622741006> 8.396.756> Loading: steamapps/workshop/content/108600/2392709985/mods/tsarslib/media/lua/server/ATA/ATAMuscle_recipecode.lua
LOG  : Lua         , 1672622741006> 8.396.757> Loading: steamapps/workshop/content/108600/2392709985/mods/tsarslib/media/lua/server/ATA/ATATruckItemDistributions.lua
LOG  : Lua         , 1672622741008> 8.396.758> Loading: steamapps/workshop/content/108600/2392709985/mods/tsarslib/media/lua/server/ATA/ATATuning.lua
LOG  : Lua         , 1672622741012> 8.396.762> Loading: steamapps/workshop/content/108600/2392709985/mods/tsarslib/media/lua/server/ATA/recipecode_atatuning.lua
LOG  : Lua         , 1672622741013> 8.396.763> Loading: steamapps/workshop/content/108600/2822286426/mods/RV_Interior/media/lua/server/ATAArmyBusServerDeal.lua
LOG  : Lua         , 1672622741013> 8.396.763> Loading: steamapps/workshop/content/108600/2592358528/mods/ATA_Bus/media/lua/server/ATABus_ItemDistributions.lua
LOG  : Lua         , 1672622741014> 8.396.764> Loading: steamapps/workshop/content/108600/2592358528/mods/ATA_Bus/media/lua/server/ATABus_recipecode.lua
LOG  : Lua         , 1672622741014> 8.396.764> Loading: steamapps/workshop/content/108600/2592358528/mods/ATA_Bus/media/lua/server/ATABus_VehicleDistributions.lua
LOG  : Lua         , 1672622741015> 8.396.765> Loading: steamapps/workshop/content/108600/2392709985/mods/tsarslib/media/lua/server/CommonTemplates/CommonDistributions.lua
LOG  : Lua         , 1672622741016> 8.396.766> Loading: steamapps/workshop/content/108600/2822286426/mods/RV_Interior/media/lua/server/ATAPrisonBusServerDeal.lua
LOG  : Lua         , 1672622741017> 8.396.767> Loading: steamapps/workshop/content/108600/2822286426/mods/RV_Interior/media/lua/server/ATASchoolBusServerDeal.lua
LOG  : Lua         , 1672622741017> 8.396.767> Loading: steamapps/workshop/content/108600/2822286426/mods/RV_Interior/media/lua/server/BoatMotorServerDeal.lua
LOG  : Lua         , 1672622741018> 8.396.768> Loading: steamapps/workshop/content/108600/2822286426/mods/RV_Interior/media/lua/server/BoatSailingYachtServerDeal.lua
LOG  : Lua         , 1672622741018> 8.396.768> Loading: steamapps/workshop/content/108600/2822286426/mods/RV_Interior/media/lua/server/BounderServerDeal.lua
LOG  : Lua         , 1672622741019> 8.396.769> Loading: steamapps/workshop/content/108600/2026976958/mods/Smoker/media/lua/server/Camping/sm_camping_Add_Fuel.lua
LOG  : Lua         , 1672622741020> 8.396.770> Loading: steamapps/workshop/content/108600/2026976958/mods/Smoker/media/lua/server/Camping/sm_camping_Add_Starter.lua
LOG  : Lua         , 1672622741020> 8.396.770> Loading: steamapps/workshop/content/108600/2392709985/mods/tsarslib/media/lua/server/CommonTemplates/CommonCommands.lua
LOG  : Lua         , 1672622741021> 8.396.771> Loading: steamapps/workshop/content/108600/2392709985/mods/tsarslib/media/lua/server/CommonTemplates/CommonTemplates.lua
LOG  : Lua         , 1672622741024> 8.396.774> Loading: steamapps/workshop/content/108600/2613596656/mods/CoolBag/media/lua/server/coolbag.lua
LOG  : Lua         , 1672622741026> 8.396.776> Loading: steamapps/workshop/content/108600/2613596656/mods/CoolBag/media/lua/server/coolbag_food.lua
LOG  : Lua         , 1672622741027> 8.396.777> Loading: steamapps/workshop/content/108600/2613596656/mods/CoolBag/media/lua/server/coolbag_ModOptions.lua
LOG  : General     , 1672622741027> 8.396.778> ModOptions: Loading ini data...
LOG  : Lua         , 1672622741036> 8.396.786> Loading: steamapps/workshop/content/108600/2613596656/mods/CoolBag/media/lua/server/coolbag_pockets.lua
LOG  : Lua         , 1672622741037> 8.396.787> Loading: steamapps/workshop/content/108600/2613596656/mods/CoolBag/media/lua/server/coolbag_recipecode.lua
LOG  : Lua         , 1672622741037> 8.396.787> Loading: steamapps/workshop/content/108600/2875848298/mods/CommonSense/media/lua/server/CSServer.lua
LOG  : Lua         , 1672622741038> 8.396.788> Loading: steamapps/workshop/content/108600/2529746725/mods/EasyConfigChucked/media/lua/server/EasyConfigChucked5_ClientToSever.lua
LOG  : Lua         , 1672622741039> 8.396.789> Loading: steamapps/workshop/content/108600/2822286426/mods/RV_Interior/media/lua/server/EconolineServerDeal.lua
LOG  : Lua         , 1672622741040> 8.396.790> Loading: steamapps/workshop/content/108600/2864043248/mods/Excrementum/media/lua/server/ExcServerl.lua
LOG  : Lua         , 1672622741042> 8.396.792> Loading: steamapps/workshop/content/108600/1510950729/mods/FRUsedCars/media/lua/server/FR_Functions.lua
WARN : Lua         , 1672622741043> 8.396.793> LuaManager$GlobalObject.require> require("Vehicle/Vehicles") failed
LOG  : Lua         , 1672622741044> 8.396.794> Loading: steamapps/workshop/content/108600/2048411289/mods/G.E.A.R. C.O.R.E/media/lua/server/Items/ALICEpack_distribution.lua
LOG  : Lua         , 1672622741044> 8.396.794> Loading: steamapps/workshop/content/108600/2392709985/mods/tsarslib/media/lua/server/Items/ATACommonItemDistributions.lua
LOG  : Lua         , 1672622741045> 8.396.795> Loading: steamapps/workshop/content/108600/2392709985/mods/tsarslib/media/lua/server/Items/ATAItemDistInfo.lua
LOG  : Lua         , 1672622741046> 8.396.796> Loading: steamapps/workshop/content/108600/2747565374/mods/SleepingBagsandAttachments/media/lua/server/Items/BedrollDistributions.lua
LOG  : Lua         , 1672622741047> 8.396.797> Loading: steamapps/workshop/content/108600/1902468232/mods/BetterSoap/media/lua/server/Items/BetterSoapProceduralDistributions.lua
LOG  : Lua         , 1672622741048> 8.396.798> Loading: steamapps/workshop/content/108600/2688809268/mods/TCCache/media/lua/server/Items/CacheTCGLoadingTCBoombox.lua
LOG  : Lua         , 1672622741055> 8.396.806> Loading: steamapps/workshop/content/108600/2688809268/mods/TCCache/media/lua/server/Items/CacheTCGLoadingTCVinylplayer.lua
LOG  : Lua         , 1672622741058> 8.396.809> Loading: steamapps/workshop/content/108600/2688809268/mods/TCCache/media/lua/server/Items/CacheTCGVehicleDistributions.lua
LOG  : Lua         , 1672622741060> 8.396.810> Loading: steamapps/workshop/content/108600/2613596656/mods/CoolBag/media/lua/server/Items/Coolbag_EMU_Distribution.lua
LOG  : Lua         , 1672622741061> 8.396.811> Loading: steamapps/workshop/content/108600/2747565374/mods/SleepingBagsandAttachments/media/lua/server/Items/FirstAidKitDistributions.lua
LOG  : Lua         , 1672622741062> 8.396.812> Loading: steamapps/workshop/content/108600/2688538916/mods/FuelAPI/media/lua/server/Items/FuelAPI_Distribution.lua
LOG  : Lua         , 1672622741063> 8.396.813> Loading: steamapps/workshop/content/108600/2747565374/mods/SleepingBagsandAttachments/media/lua/server/Items/LunchboxDistributions.lua
LOG  : Lua         , 1672622741067> 8.396.817> Loading: steamapps/workshop/content/108600/2747565374/mods/SleepingBagsandAttachments/media/lua/server/Items/MilitaryLightDistributions.lua
LOG  : Lua         , 1672622741068> 8.396.819> Loading: steamapps/workshop/content/108600/2026976958/mods/Smoker/media/lua/server/Items/SMDistribution.lua
LOG  : Lua         , 1672622741071> 8.396.821> Loading: steamapps/workshop/content/108600/2648779556/mods/TrueActionsDancing/media/lua/server/Items/TADItemDistributions.lua
LOG  : General     , 1672622741073> 8.396.824> INFO: TRUE ACTIONS DANCING. Magazines WILL spawn
LOG  : Lua         , 1672622741077> 8.396.827> Loading: steamapps/workshop/content/108600/2648779556/mods/TrueActionsDancing/media/lua/server/Items/TADKosmoItemDistributions.lua
LOG  : Lua         , 1672622741078> 8.396.828> Loading: steamapps/workshop/content/108600/2901144811/mods/truemusic_addon/media/lua/server/Items/TCGLoadingTCBoombox.lua
LOG  : Lua         , 1672622741084> 8.396.834> Loading: steamapps/workshop/content/108600/2901144811/mods/truemusic_addon/media/lua/server/Items/TCGLoadingTCVinylplayer.lua
LOG  : Lua         , 1672622741085> 8.396.835> Loading: steamapps/workshop/content/108600/2613146550/mods/truemusic/media/lua/server/Items/TCLoading.lua
LOG  : Lua         , 1672622741087> 8.396.837> Loading: steamapps/workshop/content/108600/2899457928/mods/UniversalGunRepair/media/lua/server/Items/UGRLootDistributions.lua
LOG  : Lua         , 1672622741091> 8.396.841> Loading: steamapps/workshop/content/108600/2747565374/mods/SleepingBagsandAttachments/media/lua/server/Items/VestDistributions.lua
LOG  : Lua         , 1672622741100> 8.396.850> Loading: steamapps/workshop/content/108600/2392709985/mods/tsarslib/media/lua/server/metazones/TSARZones.lua
LOG  : Lua         , 1672622741101> 8.396.851> Loading: steamapps/workshop/content/108600/2026976958/mods/Smoker/media/lua/server/on_eat_nicorette.lua
LOG  : Lua         , 1672622741101> 8.396.851> Loading: steamapps/workshop/content/108600/2026976958/mods/Smoker/media/lua/server/on_smoke_bulbulyator.lua
LOG  : Lua         , 1672622741102> 8.396.852> Loading: steamapps/workshop/content/108600/2648779556/mods/TrueActionsDancing/media/lua/server/recipecode_tad.lua
LOG  : Lua         , 1672622741102> 8.396.852> Loading: steamapps/workshop/content/108600/2822286426/mods/RV_Interior/media/lua/server/rvInteriorServer.lua
LOG  : Lua         , 1672622741104> 8.396.855> Loading: steamapps/workshop/content/108600/2607414076/mods/RecraftYourTools/media/lua/server/RYT_recipecode.lua
LOG  : Lua         , 1672622741106> 8.396.856> Loading: steamapps/workshop/content/108600/2747565374/mods/SleepingBagsandAttachments/media/lua/server/SBAA_RecipesProc.lua
LOG  : Lua         , 1672622741107> 8.396.857> Loading: steamapps/workshop/content/108600/2822286426/mods/RV_Interior/media/lua/server/ShoolbusServerDeal.lua
LOG  : Lua         , 1672622741108> 8.396.858> Loading: steamapps/workshop/content/108600/2822286426/mods/RV_Interior/media/lua/server/ShoolbusshortServerDeal.lua
LOG  : Lua         , 1672622741109> 8.396.859> Loading: steamapps/workshop/content/108600/2503622437/mods/Skill Recovery Journal/media/lua/server/Skill Recovery Journal Server.lua
LOG  : Lua         , 1672622741110> 8.396.860> Loading: steamapps/workshop/content/108600/2026976958/mods/Smoker/media/lua/server/sm_recipecode.lua
LOG  : Lua         , 1672622741115> 8.396.865> Loading: steamapps/workshop/content/108600/2613146550/mods/truemusic/media/lua/server/TCExtra.lua
LOG  : Lua         , 1672622741115> 8.396.866> Loading: steamapps/workshop/content/108600/2613146550/mods/truemusic/media/lua/server/TCModData.lua
LOG  : Lua         , 1672622741116> 8.396.866> Loading: steamapps/workshop/content/108600/2613146550/mods/truemusic/media/lua/server/TCMusicPlay.LUA
LOG  : General     , 1672622741117> 8.396.867> TCMUSIC SERVER LOADING
LOG  : Lua         , 1672622741118> 8.396.868> Loading: steamapps/workshop/content/108600/2613146550/mods/truemusic/media/lua/server/TCServerCommands.lua
LOG  : Lua         , 1672622741119> 8.396.869> Loading: steamapps/workshop/content/108600/2822286426/mods/RV_Interior/media/lua/server/TrailercamperServerDeal.lua
LOG  : Lua         , 1672622741120> 8.396.870> Loading: steamapps/workshop/content/108600/2282429356/mods/AutotsarTrailers/media/lua/server/TrailerDist.lua
LOG  : Lua         , 1672622741122> 8.396.872> Loading: steamapps/workshop/content/108600/2822286426/mods/RV_Interior/media/lua/server/TrailerHomeExplorerServerDeal.lua
LOG  : Lua         , 1672622741123> 8.396.873> Loading: steamapps/workshop/content/108600/2822286426/mods/RV_Interior/media/lua/server/TrailerHomeHartmanServerDeal.lua
LOG  : Lua         , 1672622741124> 8.396.874> Loading: steamapps/workshop/content/108600/2822286426/mods/RV_Interior/media/lua/server/TrailerHomeServerDeal.lua
LOG  : Lua         , 1672622741125> 8.396.875> Loading: steamapps/workshop/content/108600/2282429356/mods/AutotsarTrailers/media/lua/server/Trailers/TrailerCommands.lua
LOG  : Lua         , 1672622741126> 8.396.876> Loading: steamapps/workshop/content/108600/2282429356/mods/AutotsarTrailers/media/lua/server/Trailers/Trailers.lua
LOG  : Lua         , 1672622741127> 8.396.877> Loading: steamapps/workshop/content/108600/2487022075/mods/TMC_TrueActions/media/lua/server/TrueActionsServer.lua
LOG  : Lua         , 1672622741128> 8.396.878> Loading: steamapps/workshop/content/108600/1510950729/mods/FRUsedCars/media/lua/server/Vehicles/FRvehicledistributions.lua
LOG  : Lua         , 1672622741129> 8.396.879> Loading: steamapps/workshop/content/108600/2613146550/mods/truemusic/media/lua/server/Vehicles/TrueMusicVehicle.lua
LOG  : General     , 1672622741130> 8.396.880> luaChecksum: 833d3a6ba9ab7d5fa32535648d183bf5
ERROR: General     , 1672622741408> 8.397.158> LuaManager.getFunctionObject> no such function "LanternLight_Create"
ERROR: General     , 1672622741408> 8.397.158> RecipeManager.LoadedAfterLua> no such function LuaCreate = "LanternLight_Create" in recipe "Light Gas Lantern"
ERROR: General     , 1672622741409> 8.397.159> LuaManager.getFunctionObject> no such function "recipe_TakeCigaretteFromPack_OnCreate"
ERROR: General     , 1672622741409> 8.397.159> RecipeManager.LoadedAfterLua> no such function LuaCreate = "recipe_TakeCigaretteFromPack_OnCreate" in recipe "Take Cigarette from Pack"
ERROR: General     , 1672622741409> 8.397.160> LuaManager.getFunctionObject> no such function "DumpPipe_OnCreate"
ERROR: General     , 1672622741409> 8.397.160> RecipeManager.LoadedAfterLua> no such function LuaCreate = "DumpPipe_OnCreate" in recipe "Unload Smoking Blend from Smoking Pipe"
ERROR: General     , 1672622741410> 8.397.160> LuaManager.getFunctionObject> no such function "DumpBong_OnCreate"
ERROR: General     , 1672622741410> 8.397.160> RecipeManager.LoadedAfterLua> no such function LuaCreate = "DumpBong_OnCreate" in recipe "Unload Smoking Blend from Bong"
LOG  : Lua         , 1672622741411> 8.397.161> Loading: C:/Users/Leonardo/Zomboid/Server/SALV_SandboxVars.lua
LOG  : General     , 1672622741414> 8.397.165> writing C:\Users\Leonardo\Zomboid\Server\SALV_SandboxVars.lua
LOG  : General     , 1672622741460> 8.397.211> -----------------------------------------
STACK TRACE
-----------------------------------------
function: Add -- file: SBAA_ItemTweaks.lua line # 4 | MOD: SleepingBagsandAttachments

ERROR: General     , 1672622741462> 8.397.213> ExceptionLogger.logException> Exception thrown java.lang.RuntimeException: Object tried to call nil in Add at KahluaUtil.fail line:82.
ERROR: General     , 1672622741463> 8.397.213> DebugLogStream.printException> Stack trace:
java.lang.RuntimeException: Object tried to call nil in Add
	at se.krka.kahlua.vm.KahluaUtil.fail(KahluaUtil.java:82)
	at se.krka.kahlua.vm.KahluaThread.luaMainloop(KahluaThread.java:973)
	at se.krka.kahlua.vm.KahluaThread.call(KahluaThread.java:163)
	at se.krka.kahlua.vm.KahluaThread.pcall(KahluaThread.java:1980)
	at se.krka.kahlua.vm.KahluaThread.pcallvoid(KahluaThread.java:1812)
	at se.krka.kahlua.integration.LuaCaller.pcallvoid(LuaCaller.java:66)
	at se.krka.kahlua.integration.LuaCaller.protectedCallVoid(LuaCaller.java:139)
	at zombie.Lua.Event.trigger(Event.java:64)
	at zombie.Lua.LuaEventManager.triggerEvent(LuaEventManager.java:65)
	at zombie.network.GameServer.doMinimumInit(GameServer.java:1441)
	at zombie.network.GameServer.main(GameServer.java:688)
LOG  : General     , 1672622741464> 8.397.214> -----------------------------------------
STACK TRACE
-----------------------------------------
function: Add -- file: SBAA_ItemTweaks.lua line # 4 | MOD: SleepingBagsandAttachments

LOG  : Lua         , 1672622741468> 8.397.218> Loading: C:/Users/Leonardo/Zomboid/Server/SALV_spawnregions.lua
LOG  : Lua         , 1672622741470> 8.397.221> Loading: media/maps/Muldraugh, KY/spawnpoints.lua
LOG  : Lua         , 1672622741473> 8.397.224> Loading: media/maps/Riverside, KY/spawnpoints.lua
LOG  : Lua         , 1672622741476> 8.397.226> Loading: media/maps/Rosewood, KY/spawnpoints.lua
LOG  : Lua         , 1672622741477> 8.397.228> Loading: media/maps/West Point, KY/spawnpoints.lua
LOG  : Lua         , 1672622741480> 8.397.231> Loading: C:\Users\Leonardo\Zomboid\Workshop\ModTemplate\Contents\mods\ModTemplate\media\maps\ModTemplateWorld1\spawnpoints.lua
LOG  : Lua         , 1672622741483> 8.397.233> Loading: C:\Users\Leonardo\Zomboid\Workshop\ModTemplate\Contents\mods\ModTemplate\media\maps\ModTemplateWorld2\spawnpoints.lua
